"server name","server id","latency","jitter","packet loss","download","upload","download bytes","upload bytes","share url","download server count","p2p","time"
"Alice server","1001","11.712","1.6159999999999999","1.49254","1292070","128084","8754592","513824","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 07:50:00"
"Alice server","1001","11.305","1.214","0.0","1274303","127582","5531040","538816","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 08:00:00"
"Alice server","1001","10.594000000000001","1.567","0.0","1276989","126876","5647680","532480","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 08:10:00"
"Alice server","1001","11.048","1.734","0.0","1287926","127077","8858880","537152","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 08:20:00"
"Alice server","1001","11.548","1.208","0.0","1286033","128276","5554080","527072","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 08:30:00"
"Alice server","1001","11.617","1.14","0.0","1268708","127858","7410240","552928","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 08:40:00"
"Alice server","1001","11.126","2.129","0.0","1282328","124988","7583264","465312","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 08:50:00"
"Alice server","1001","11.722000000000001","1.103","0.0","1286698","127523","5673600","548672","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 09:00:00"
"Alice server","1001","11.769","1.0","0.0","1283344","127818","8515776","538368","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 09:10:00"
"Alice server","1001","11.579","0.992","0.0","1280037","125959","8685120","558976","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 09:20:00"
"Alice server","1001","12.582","109.256","0.0","1289188","128071","7612032","793696","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 09:30:00"
"Alice server","1001","11.602","0.188","0.0","1292191","127294","5275552","522976","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 09:40:00"
"Bob server","1002","11.592","53.475","0.0","1275828","128313","8465376","1624834","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 09:50:00"
"Alice server","1001","15.72","1.16","0.0","1286678","129862","4654040","934439","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 10:00:00"
"Alice server","1001","11.761","0.927","0.0","1270112","128172","5516640","515776","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 10:10:00"
"Alice server","1001","11.758","1.0759999999999998","0.0","1286033","127109","5294272","551552","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 10:20:00"
"Alice server","1001","10.23","2.458","0.0","1297295","128601","7856800","555808","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 10:30:00"
"Alice server","1001","10.15","2.496","0.0","1288806","127934","10166016","527072","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 10:40:00"
"Alice server","1001","11.352","1.61","0.0","1287341","128367","5416672","528512","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 10:50:00"
"Alice server","1001","10.969000000000001","1.4","0.0","1270537","127307","6008977","525632","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 11:00:00"
"Alice server","1001","11.56","1.3559999999999999","0.0","1284559","127714","5412960","537152","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 11:10:00"
"Unknown server","1003","11.094000000000001","1.9169999999999998","0.0","1294132","127570","5318976","550336","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 11:20:00"
"Alice server","1001","10.763","2.23","0.854701","1283887","129431","7597440","1557263","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 11:30:00"
"Alice server","1001","11.758","1.1","0.0","1277352","127772","9752227","551552","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 11:40:00"
"Alice server","1001","11.231","1.195","0.0","1278346","127703","7967520","1133903","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 11:50:00"
"Alice server","1001","15.665999999999999","1.177","0.0","1291065","129612","4658324","921818","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 12:00:00"
"Alice server","1001","11.627","1.636","0.0","1283067","127424","9131040","473440","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 12:10:00"
"Alice server","1001","11.787","1.11","0.0","1283471","127175","7979872","901248","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 12:20:00"
"Bob server","1002","11.206","1.699","0.0","1297148","127679","5459040","538368","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 12:30:00"
"Alice server","1001","11.728","0.9309999999999999","0.0","1285823","127316","8488800","1273583","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 12:40:00"
"Alice server","1001","11.878","1.985","0.0","1295710","129771","4932500","925640","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 12:50:00"
"Alice server","1001","11.829","2.87","0.0","1294410","127633","8384512","537088","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 13:00:00"
"Alice server","1001","11.742","1.79","0.0","1284326","127089","5556960","548608","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 13:10:00"
"Alice server","1001","11.797","1.778","0.0","1287594","127205","5322240","535712","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 13:20:00"
"Alice server","1001","11.48","1.121","0.0","1270593","127416","10162080","512672","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 13:30:00"
"Alice server","1001","11.453","1.136","0.0","1287541","127287","8519040","524192","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 13:40:00"
"Alice server","1001","11.655999999999999","0.985","0.0","1281776","127587","8244000","537088","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 13:50:00"
"Alice server","1001","11.661","1.104","0.0","1281820","127297","8128800","499712","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 14:00:00"
"Alice server","1001","11.5","0.09300000000000001","0.0","1281900","127433","7971840","538592","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 14:10:00"
"Alice server","1001","11.595999999999998","1.052","0.0","1283331","127236","5554080","535648","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 14:20:00"
"Alice server","1001","11.645","1.176","0.0","1290928","128858","7863840","528512","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 14:30:00"
"Alice server","1001","11.674000000000001","0.948","0.0","1284319","127515","7094272","537152","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 14:40:00"
"Alice server","1001","11.841","0.96","0.0","1290034","126627","5326784","531328","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 14:50:00"
"Alice server","1001","11.692","1.011","0.0","1287581","128187","5290560","931936","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 15:00:00"
"Alice server","1001","11.665","1.0290000000000001","0.0","1285389","127582","5415232","537152","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 15:10:00"
"Alice server","1001","11.632","0.992","0.0","1279449","126964","7725600","510016","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 15:20:00"
"Alice server","1001","11.954","1.838","0.0","1284975","126900","7242592","535936","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 15:30:00"
"Alice server","1001","11.629000000000001","1.13","0.0","1286733","127013","5437440","550112","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 15:40:00"
"Bob server","1002","11.817","1.003","0.0","1279612","127240","7681753","851296","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 15:50:00"
"Alice server","1001","11.552999999999999","1.158","0.0","1280171","127588","5542505","538816","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 16:00:00"
"Alice server","1001","11.722999999999999","1.035","0.0","1285921","127606","5559840","537152","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 16:10:00"
"Alice server","1001","11.505","1.3430000000000002","0.0","1288214","127704","10592515","499648","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 16:20:00"
"Alice server","1001","11.757","1.01","0.0","1287861","127236","5425920","535648","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 16:30:00"
"Alice server","1001","11.739","0.973","0.0","1280371","127980","5520960","527008","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 16:40:00"
"Alice server","1001","11.748","1.038","0.0","1292180","127751","10290240","540032","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 16:50:00"
"Alice server","1001","11.595999999999998","1.062","0.0","1273900","127511","5387872","525856","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 17:00:00"
"Alice server","1001","11.684000000000001","1.021","0.0","1292966","127864","7372800","668416","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 17:10:00"
"Bob server","1002","11.424000000000001","1.161","0.0","1283062","127820","7077792","538528","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 17:20:00"
"Alice server","1001","11.777000000000001","0.958","0.0","1283582","127791","5389920","475456","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 17:30:00"
"Alice server","1001","11.789000000000001","0.9570000000000001","0.0","1279950","126815","8714272","534496","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 17:40:00"
"Alice server","1001","11.703","1.004","0.0","1284851","128710","5424480","527296","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 17:50:00"
"Bob server","1002","11.747","1.104","0.0","1282171","127798","5827904","527072","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 18:00:00"
"Alice server","1001","11.729000000000001","0.9940000000000001","0.0","1280646","127180","6700320","522688","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 18:10:00"
"Alice server","1001","11.780999999999999","1.001","0.0","1283363","127411","8123040","537088","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 18:20:00"
"Unknown server","1003","11.28","1.2209999999999999","0.0","1283790","127168","5309280","524416","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 18:30:00"
"Alice server","1001","11.606","1.046","0.0","1286782","127733","5431680","478336","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 18:40:00"
"Alice server","1001","11.77","0.9940000000000001","0.0","1284170","127594","8896320","474656","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 18:50:00"
"Alice server","1001","11.709000000000001","0.9790000000000001","0.0","1282574","127965","8001120","499648","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 19:00:00"
"Alice server","1001","11.687999999999999","0.997","0.0","1286316","127197","5420160","534272","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 19:10:00"
"Alice server","1001","11.75","0.982","0.0","1274574","127987","5390752","527008","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 19:20:00"
"Alice server","1001","11.765","0.971","0.0","1285158","127745","5558400","538528","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 19:30:00"
"Alice server","1001","11.684000000000001","1.071","0.0","1282414","127974","8244224","538592","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 19:40:00"
"Alice server","1001","11.657","1.02","0.0","1280796","127556","7686080","473792","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 19:50:00"
"Alice server","1001","11.784","1.01","0.0","1290076","127680","5165280","537152","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 20:00:00"
"Bob server","1002","15.686","1.126","0.0","1281740","129899","5276648","1045545","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 20:10:00"
"Alice server","1001","11.698","1.05","0.0","1268590","127009","7535520","550048","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 20:20:00"
"Alice server","1001","11.599","0.948","0.0","1283536","126568","5421024","519520","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 20:30:00"
"Alice server","1001","11.765999999999998","1.034","0.0","1287067","127344","5436000","713920","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 20:40:00"
"Alice server","1001","11.798","0.9590000000000001","0.0","1284679","126970","5559232","535712","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 20:50:00"
"Alice server","1001","11.706","1.0590000000000002","0.0","1285997","126754","5430464","519872","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 21:00:00"
"Alice server","1001","11.780999999999999","0.985","0.0","1277398","128444","10078275","526784","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 21:10:00"
"Alice server","1001","11.752","1.038","0.0","1284376","127574","5558400","535424","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 21:20:00"
"Alice server","1001","10.867","58.199","0.0","1308104","126957","9867607","715936","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 21:30:00"
"Alice server","1001","11.765999999999998","1.0290000000000001","0.0","1291052","127533","7725600","524128","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 21:40:00"
"Alice server","1001","11.759","1.0","0.0","1272468","127277","9218272","550336","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 21:50:00"
"Alice server","1001","11.960999999999999","1.4869999999999999","0.0","1283731","126173","6725632","558752","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 22:00:00"
"Alice server","1001","11.845","1.2590000000000001","7.29927","1295475","127580","8903744","548768","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 22:10:00"
"Alice server","1001","11.704","1.138","0.0","1284785","127620","7476480","524192","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 22:20:00"
"Alice server","1001","11.668","1.102","0.0","1285807","122074","5428192","781920","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 22:30:00"
"Alice server","1001","11.709000000000001","1.047","0.0","1285667","127864","5547712","538528","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 22:40:00"
"Alice server","1001","11.738","0.977","0.0","1287947","127671","8920448","525568","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 22:50:00"
"Alice server","1001","11.550999999999998","1.156","0.0","1282524","126605","5402272","574816","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 23:00:00"
"Alice server","1001","11.73","1.024","0.0","1277159","127614","6677280","537088","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 23:10:00"
"Alice server","1001","11.702","1.261","1.5748","1285643","126309","8245664","871456","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 23:20:00"
"Alice server","1001","12.255","55.048","23.8095","1201697","128718","11201413","1022656","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 23:30:00"
"Alice server","1001","11.737","1.151","0.0","1287101","127727","5294880","537088","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-01 23:40:00"
"Alice server","1001","11.625","1.1079999999999999","44.0","1275640","138607","4884480","1403970","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-01 23:50:00"
"Alice server","1001","15.105","2.9539999999999997","0.0","1279658","130059","5802152","998714","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-02 00:00:00"
"Alice server","1001","11.630999999999998","1.0590000000000002","0.0","1283229","127282","8640000","926112","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-02 00:10:00"
"Alice server","1001","11.565999999999999","1.396","0.0","1283688","127823","8118112","1262208","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-02 00:20:00"
"Alice server","1001","11.4","1.38","0.0","1285413","127284","9306336","1338993","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-02 00:30:00"
"Alice server","1001","11.770999999999999","0.983","0.0","1288373","127564","4687200","550112","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-02 00:40:00"
"Bob server","1002","11.577","3.9130000000000003","0.0","1288687","128954","8096512","1255936","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-02 00:50:00"
"Alice server","1001","11.149000000000001","1.883","0.0","1281693","128083","5554304","514336","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-02 01:00:00"
"Alice server","1001","11.799000000000001","0.946","0.0","1284038","126766","7477312","534272","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-02 01:10:00"
"Alice server","1001","13.03","111.715","2.1276599999999997","1276834","121702","9684800","746176","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","True","2022-06-02 01:20:00"
"Alice server","1001","11.841","1.344","3.3783800000000004","1288015","127768","9613056","1307712","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-02 01:30:00"
"Alice server","1001","11.267999999999999","1.075","0.0","1289592","127903","8017312","515552","https://www.speedtest.net/result/c/00000000-0000-0000-0000-00000000000000","1","False","2022-06-02 01:40:00"
